artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Modest Mouse,The World At Large,272507,False,2004,59,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,alternative rock
Modest Mouse,Float On,208467,False,2004,59,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,alternative rock
Modest Mouse,Ocean Breathes Salty,224333,False,2004,59,0.646,0.964,7,-3.177,1,0.0369,0.0407,3.65e-06,0.293,0.747,95.479,alternative rock
Modest Mouse,Dig Your Grave,12933,False,2004,59,0.0,0.22,3,-14.549,0,0.0,0.926,0.0232,0.218,0.0,0.0,alternative rock
Modest Mouse,Bury Me With It,229867,False,2004,59,0.521,0.931,2,-4.549,1,0.0654,0.00575,0.0,0.243,0.816,170.048,alternative rock
Modest Mouse,Dance Hall,177067,True,2004,59,0.405,0.931,11,-4.459,0,0.0498,0.00594,0.107,0.673,0.655,187.159,alternative rock
Modest Mouse,Bukowski,254667,True,2004,59,0.622,0.413,8,-9.975,1,0.0457,0.0839,0.00235,0.131,0.52,130.166,alternative rock
Modest Mouse,This Devil's Workday,139307,False,2004,59,0.47,0.635,7,-5.716,0,0.0446,0.779,0.0,0.562,0.913,210.025,alternative rock
Modest Mouse,The View,250093,True,2004,59,0.655,0.883,0,-4.913,1,0.0443,0.00165,0.00813,0.0472,0.69,123.0,alternative rock
Modest Mouse,Satin In A Coffin,155200,False,2004,59,0.458,0.836,7,-6.146,0,0.0479,0.00384,0.0,0.365,0.417,173.839,alternative rock
Modest Mouse,Interlude (Milo),58893,False,2004,59,0.111,0.0792,2,-15.796,1,0.0377,0.17,0.877,0.101,0.34,89.658,alternative rock
Modest Mouse,Blame It On the Tetons,324973,False,2004,59,0.401,0.307,7,-14.729,1,0.0301,0.204,0.23,0.129,0.525,81.98,alternative rock
Modest Mouse,Black Cadillacs,163427,True,2004,59,0.654,0.786,0,-4.697,1,0.0879,0.132,0.0,0.0756,0.806,120.097,alternative rock
Modest Mouse,One Chance,181507,False,2004,59,0.461,0.675,7,-6.098,1,0.0659,0.304,0.00711,0.132,0.423,186.183,alternative rock
Modest Mouse,The Good Times Are Killing Me,256800,True,2004,59,0.691,0.551,5,-8.984,1,0.0389,0.386,0.00115,0.223,0.654,93.979,alternative rock
Gwen Stefani,What You Waiting For?,221227,False,2004,63,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,dance pop
Gwen Stefani,Rich Girl,236213,False,2004,63,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,dance pop
Gwen Stefani,Hollaback Girl,199853,True,2004,63,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,dance pop
Gwen Stefani,Cool,189333,False,2004,63,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,dance pop
Gwen Stefani,Bubble Pop Electric,222360,False,2004,63,0.566,0.976,1,-3.866,1,0.262,0.000527,0.00265,0.114,0.354,193.979,dance pop
Gwen Stefani,Luxurious,264920,False,2004,63,0.811,0.726,0,-3.995,1,0.0813,0.154,0.0,0.116,0.666,131.027,dance pop
Gwen Stefani,Harajuku Girls,290520,False,2004,63,0.876,0.821,3,-4.402,0,0.0651,0.109,0.0,0.114,0.856,114.013,dance pop
Gwen Stefani,Crash,246613,False,2004,63,0.785,0.929,9,-1.635,1,0.0424,0.0192,0.0,0.873,0.93,126.23,dance pop
Gwen Stefani,The Real Thing,249840,False,2004,63,0.681,0.827,8,-5.557,1,0.0341,0.0138,0.0,0.0789,0.271,120.012,dance pop
Gwen Stefani,Serious,286760,False,2004,63,0.791,0.836,9,-2.417,0,0.0359,0.124,1.99e-05,0.035,0.792,109.612,dance pop
Gwen Stefani,Danger Zone,216800,False,2004,63,0.677,0.927,2,-1.956,0,0.0362,0.00391,9e-06,0.198,0.633,126.028,dance pop
Gwen Stefani,Long Way To Go,274040,False,2004,63,0.704,0.93,6,-3.768,1,0.218,0.0128,0.000142,0.348,0.848,149.942,dance pop
Gwen Stefani,The Real Thing - Slow Jam Mix,215840,False,2004,63,0.645,0.278,3,-9.131,1,0.0347,0.894,0.0,0.386,0.143,119.864,dance pop
Gwen Stefani,What You Waiting For? - Jacques Lu Cont's TWD Mix,481787,False,2004,63,0.755,0.747,7,-6.727,0,0.0441,0.000474,0.431,0.0775,0.891,128.991,dance pop
Gwen Stefani,What You Waiting For? - Jacques Lu Cont's TWD Dub,499093,False,2004,63,0.696,0.749,7,-6.46,0,0.0359,0.00201,0.643,0.0653,0.749,128.994,dance pop
Gwen Stefani,What You Waiting For? - Live,221440,False,2004,63,0.643,0.82,7,-5.13,0,0.0504,0.0595,0.0,0.226,0.595,136.035,dance pop
Gwen Stefani,Harajuku Girls - Live,275827,False,2004,63,0.831,0.857,1,-5.073,1,0.0789,0.168,0.0,0.0718,0.877,114.025,dance pop
Gwen Stefani,Hollaback Girl - Hollatronix Remix by Diplo,162547,True,2004,63,0.968,0.949,9,-4.044,1,0.0608,0.143,0.202,0.0974,0.776,127.002,dance pop
Gwen Stefani,Cool - Photek Remix Main Version,347627,False,2004,63,0.521,0.842,9,-6.387,1,0.0308,0.000737,0.327,0.18,0.723,130.01,dance pop
Gwen Stefani,Hollaback Girl - Dancehollaback Remix by Tony Kanal,411693,True,2004,63,0.826,0.809,10,-3.559,0,0.0461,0.045,0.000196,0.123,0.589,105.983,dance pop
MF DOOM,Beef Rap,279667,True,2004,66,0.426,0.899,4,-5.673,1,0.313,0.371,2.64e-05,0.715,0.644,91.65,alternative hip hop
MF DOOM,Hoe Cakes,234147,True,2004,66,0.511,0.613,1,-6.371,1,0.321,0.0987,0.0,0.144,0.95,92.184,alternative hip hop
MF DOOM,Potholderz feat. Count Bass D,200653,True,2004,66,0.82,0.677,3,-6.349,1,0.288,0.655,1.7e-06,0.0668,0.73,87.204,alternative hip hop
MF DOOM,One Beer,258587,True,2004,66,0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,alternative hip hop
MF DOOM,Deep Fried Frenz,299627,True,2004,66,0.647,0.67,6,-7.874,1,0.281,0.0823,0.0,0.342,0.553,96.28,alternative hip hop
MF DOOM,Poo-Putt Platter,73613,True,2004,66,0.541,0.94,8,-6.887,0,0.487,0.688,0.00214,0.367,0.755,159.803,alternative hip hop
MF DOOM,Fillet-O-Rapper,63680,True,2004,66,0.836,0.682,9,-8.013,0,0.405,0.395,0.0,0.674,0.807,107.024,alternative hip hop
MF DOOM,Gumbo,49440,True,2004,66,0.5,0.746,6,-9.354,0,0.516,0.235,4.26e-05,0.316,0.921,87.991,alternative hip hop
MF DOOM,Fig Leaf Bi-Carbonate,199360,True,2004,66,0.55,0.813,1,-7.252,1,0.366,0.299,0.0,0.762,0.706,92.676,alternative hip hop
MF DOOM,Kon Karne,171600,True,2004,66,0.59,0.795,5,-7.084,0,0.383,0.178,0.0,0.571,0.779,92.348,alternative hip hop
MF DOOM,Guinnesses feat. Angelika & 4ize,281720,True,2004,66,0.512,0.764,1,-5.085,0,0.246,0.304,0.0,0.278,0.698,165.862,alternative hip hop
MF DOOM,Kon Queso,240267,True,2004,66,0.649,0.66,11,-6.96,1,0.302,0.0268,0.0,0.616,0.757,105.725,alternative hip hop
MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,172893,True,2004,66,0.728,0.832,7,-6.827,1,0.267,0.327,0.0,0.504,0.825,95.051,alternative hip hop
MF DOOM,Vomitspit,168013,True,2004,66,0.602,0.827,10,-5.677,0,0.217,0.147,0.0,0.393,0.844,92.993,alternative hip hop
MF DOOM,Kookies,241520,True,2004,66,0.766,0.696,7,-8.331,1,0.312,0.0156,0.0,0.433,0.711,110.296,alternative hip hop
Bowling For Soup,Almost,206160,False,2004,58,0.546,0.882,11,-4.019,1,0.0394,0.000784,0.0,0.186,0.64,139.966,comic
Bowling For Soup,Trucker Hat,181000,False,2004,58,0.542,0.917,4,-4.68,1,0.0441,0.000537,0.0,0.0536,0.776,133.189,comic
Bowling For Soup,1985,193000,False,2004,58,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,comic
Bowling For Soup,Get Happy - Dirty,176907,True,2004,58,0.502,0.894,7,-4.46,1,0.0478,5.26e-05,8.73e-06,0.152,0.731,104.633,comic
Bowling For Soup,Ohio (Come Back To Texas),230560,False,2004,58,0.416,0.748,11,-4.83,1,0.0487,7.43e-05,0.0,0.0995,0.792,150.094,comic
Bowling For Soup,Ridiculous,238040,False,2004,58,0.472,0.738,2,-4.998,1,0.0371,0.00215,0.0222,0.842,0.206,124.159,comic
Bowling For Soup,Shut-Up And Smile,242600,False,2004,58,0.464,0.83,2,-4.772,1,0.0596,0.000616,5.85e-06,0.826,0.614,124.223,comic
Bowling For Soup,Last Call Casualty,211893,False,2004,58,0.487,0.883,4,-4.834,1,0.0682,8.24e-05,0.0,0.153,0.561,142.166,comic
Bowling For Soup,Next Ex-Girlfriend - Dirty,205600,True,2004,58,0.607,0.876,2,-4.781,1,0.0506,0.00144,5.22e-05,0.721,0.758,142.141,comic
Bowling For Soup,A-hole - Dirty,236640,True,2004,58,0.446,0.743,7,-5.641,1,0.0304,0.000432,6.63e-06,0.101,0.565,92.08,comic
Bowling For Soup,My Hometown - Dirty,182200,True,2004,58,0.519,0.598,0,-5.425,1,0.0573,0.000273,1.37e-05,0.142,0.645,100.156,comic
Bowling For Soup,Smoothie King,241733,False,2004,58,0.516,0.925,0,-4.254,1,0.0455,4.67e-05,0.00148,0.176,0.58,135.129,comic
Bowling For Soup,Sad Sad Situation - Dirty,145760,True,2004,58,0.42,0.843,2,-4.826,1,0.0644,3.38e-05,3.91e-05,0.24,0.631,160.961,comic
Bowling For Soup,Really Might Be Gone - Dirty,223333,True,2004,58,0.438,0.854,2,-5.064,1,0.0375,1.09e-05,0.000869,0.214,0.72,90.084,comic
Bowling For Soup,Down For The Count,217000,False,2004,58,0.592,0.726,6,-4.339,1,0.0715,0.0015,1.25e-05,0.0463,0.766,135.227,comic
Bowling For Soup,Two-Seater,235040,False,2004,58,0.586,0.806,0,-5.568,1,0.0327,0.000726,0.0,0.221,0.623,139.545,comic
Bowling For Soup,Friends O' Mine,142893,False,2004,58,0.652,0.43,0,-8.609,1,0.0551,0.541,0.0,0.105,0.891,151.358,comic
Third Eye Blind,Semi-Charmed Life - 2006 Remaster,268640,False,2006,39,0.632,0.894,7,-5.211,1,0.0317,0.00622,0.0,0.328,0.718,102.039,alternative rock
Third Eye Blind,Losing a Whole Year - 2006 Remaster,200907,False,2006,39,0.409,0.86,4,-5.036,1,0.0369,3.68e-05,0.000204,0.0816,0.554,175.671,alternative rock
Third Eye Blind,How's It Going to Be - 2006 Remaster,252427,False,2006,39,0.565,0.694,5,-6.761,1,0.0314,0.00231,0.00279,0.0913,0.557,80.456,alternative rock
Third Eye Blind,Jumper - 2006 Remaster,273467,False,2006,39,0.622,0.59,0,-7.517,1,0.0363,0.00606,0.000702,0.286,0.526,91.089,alternative rock
Third Eye Blind,Graduate - 2006 Remaster,189760,False,2006,39,0.516,0.951,7,-4.696,1,0.0352,0.00226,2.34e-06,0.363,0.723,88.46,alternative rock
Third Eye Blind,Never Let You Go - 2006 Remaster,237907,False,2006,39,0.735,0.928,4,-6.115,1,0.0377,0.108,0.000418,0.0578,0.966,113.76,alternative rock
Third Eye Blind,Deep Inside of You - 2006 Remaster,250667,False,2006,39,0.506,0.565,7,-5.995,1,0.024,0.00921,8.74e-06,0.0686,0.171,81.797,alternative rock
Third Eye Blind,10 Days Late - 2006 Remaster,184933,False,2006,39,0.566,0.898,5,-6.435,1,0.0479,0.0001,0.00506,0.133,0.619,97.198,alternative rock
Third Eye Blind,Blinded (When I See You) - 2006 Remaster,262720,False,2006,39,0.316,0.92,5,-4.471,1,0.0417,0.00199,0.000108,0.276,0.606,106.738,alternative rock
Third Eye Blind,Crystal Baller - 2006 Remaster,255760,True,2006,39,0.379,0.695,0,-5.922,1,0.0705,0.0142,1.13e-05,0.196,0.432,193.672,alternative rock
Third Eye Blind,Forget Myself - 2006 Remaster,253520,False,2006,39,0.546,0.905,2,-6.26,1,0.0387,0.000897,0.000153,0.119,0.805,94.751,alternative rock
Third Eye Blind,Can't Get Away - 2006 Remaster,226213,False,2006,39,0.608,0.699,11,-5.459,1,0.028,0.00192,0.0305,0.105,0.85,103.734,alternative rock
Third Eye Blind,Motorcycle Drive By - 2006 Remaster,263027,False,2006,39,0.426,0.678,0,-6.537,1,0.0257,0.0105,0.00171,0.085,0.618,122.154,alternative rock
Third Eye Blind,My Time in Exile - 2006 Remaster,197413,False,2006,39,0.462,0.379,2,-8.312,1,0.0286,0.76,9.4e-05,0.253,0.193,155.575,alternative rock
Third Eye Blind,Palm Reader - 2006 Remaster,294053,False,2006,39,0.506,0.826,2,-4.768,1,0.0361,0.00234,0.000342,0.275,0.65,117.625,alternative rock
Third Eye Blind,Tattoo of the Sun - 2006 Remaster,256987,False,2006,39,0.655,0.935,2,-4.505,1,0.039,0.00422,0.0,0.186,0.579,112.025,alternative rock
Third Eye Blind,Wounded - 2006 Remaster,292613,False,2006,39,0.439,0.726,2,-6.755,1,0.0335,0.00177,2.07e-05,0.0724,0.225,81.996,alternative rock
Third Eye Blind,God of Wine - 2006 Remaster,319787,False,2006,39,0.571,0.626,9,-5.881,1,0.0257,0.0178,0.000149,0.106,0.294,150.135,alternative rock
Third Eye Blind,Slow Motion - 2006 Remaster,273787,False,2006,39,0.679,0.238,3,-12.103,1,0.0303,0.779,0.000106,0.118,0.129,110.985,alternative rock
Rascal Flatts,Where You Are,232933,False,2004,58,0.499,0.836,4,-5.348,1,0.0325,0.0444,0.0,0.0843,0.543,88.001,contemporary country
Rascal Flatts,Bless The Broken Road,226680,False,2004,58,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23e-05,0.159,0.344,135.893,contemporary country
Rascal Flatts,Then I Did,191507,False,2004,58,0.546,0.788,0,-4.989,1,0.0443,0.126,3.42e-06,0.134,0.602,96.008,contemporary country
Rascal Flatts,Feels Like Today,200733,False,2004,58,0.364,0.72,6,-4.237,1,0.0274,0.0398,0.000458,0.213,0.393,170.093,contemporary country
Rascal Flatts,Fast Cars And Freedom,262187,False,2004,58,0.616,0.824,3,-4.842,0,0.03,0.0135,2.13e-05,0.108,0.623,117.954,contemporary country
Rascal Flatts,When The Sand Runs Out,226507,False,2004,58,0.669,0.611,3,-6.252,1,0.0279,0.457,0.0,0.136,0.336,135.956,contemporary country
Rascal Flatts,Here's To You,217840,False,2004,58,0.6,0.822,8,-4.78,1,0.0387,0.0878,0.0,0.103,0.503,126.132,contemporary country
Rascal Flatts,The Day Before You,245053,False,2004,58,0.437,0.665,2,-6.325,1,0.0341,0.201,3.4e-06,0.104,0.423,75.005,contemporary country
Rascal Flatts,Break Away,191147,False,2004,58,0.65,0.894,4,-5.058,1,0.0377,0.0807,4.15e-06,0.106,0.753,125.976,contemporary country
Rascal Flatts,Holes,258453,False,2004,58,0.496,0.729,9,-6.323,1,0.0262,0.0771,2.32e-05,0.0625,0.292,90.062,contemporary country
Rascal Flatts,Oklahoma-Texas Line,175013,False,2004,58,0.663,0.906,7,-4.908,1,0.0408,0.093,0.0,0.575,0.763,110.96,contemporary country
Rascal Flatts,Skin (Sarabeth),261267,False,2004,58,0.484,0.299,2,-9.903,1,0.0286,0.483,0.000112,0.145,0.232,139.87,contemporary country
Eminem,Curtains Up,46867,True,2004,69,0.306,0.724,9,-18.799,0,0.0897,0.48,0.000982,0.935,0.0269,114.923,detroit hip hop
Eminem,Evil Deeds,259573,True,2004,69,0.731,0.686,11,-5.002,0,0.33,0.0915,0.0,0.415,0.29,75.54,detroit hip hop
Eminem,Never Enough,159787,True,2004,69,0.777,0.716,11,-5.327,1,0.347,0.294,0.0,0.665,0.593,95.756,detroit hip hop
Eminem,Yellow Brick Road,346253,True,2004,69,0.766,0.818,9,-3.545,0,0.249,0.293,9.39e-05,0.205,0.776,84.466,detroit hip hop
Eminem,Like Toy Soldiers,296880,True,2004,69,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,detroit hip hop
Eminem,Mosh,317813,True,2004,69,0.625,0.719,10,-3.326,0,0.24,0.672,0.0,0.7,0.524,72.532,detroit hip hop
Eminem,Puke,247827,True,2004,69,0.763,0.783,4,-4.601,0,0.222,0.136,0.0,0.0412,0.529,81.975,detroit hip hop
Eminem,My 1st Single,302840,True,2004,69,0.833,0.949,4,-3.082,0,0.182,0.0553,0.0251,0.14,0.907,170.009,detroit hip hop
Eminem,Paul - Skit,32027,True,2004,69,0.77,0.234,8,-16.867,0,0.783,0.987,0.0,0.634,0.788,60.286,detroit hip hop
Eminem,Rain Man,313947,True,2004,69,0.836,0.494,9,-3.506,0,0.253,0.0968,0.0,0.078,0.456,88.04,detroit hip hop
Eminem,Big Weenie,266933,True,2004,69,0.622,0.539,1,-4.331,1,0.502,0.242,0.0,0.107,0.315,173.662,detroit hip hop
Eminem,Em Calls Paul - Skit,71747,True,2004,69,0.63,0.371,7,-17.591,1,0.449,0.993,0.0013,0.487,0.177,97.191,detroit hip hop
Eminem,Just Lose It,248680,True,2004,69,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,detroit hip hop
Eminem,Ass Like That,265480,True,2004,69,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,detroit hip hop
Eminem,Spend Some Time,310720,True,2004,69,0.695,0.61,5,-5.133,1,0.228,0.0561,1.19e-05,0.123,0.133,83.659,detroit hip hop
Eminem,Mockingbird,250760,True,2004,69,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,detroit hip hop
Eminem,Crazy In Love,242307,True,2004,69,0.679,0.732,4,-6.583,0,0.246,0.0221,0.0,0.127,0.775,80.003,detroit hip hop
Eminem,One Shot 2 Shot,266573,True,2004,69,0.885,0.61,1,-6.266,1,0.225,0.194,0.0,0.278,0.822,98.974,detroit hip hop
Eminem,Final Thought - Skit,30200,True,2004,69,0.546,0.465,7,-24.404,1,0.136,0.00403,0.14,0.439,0.481,125.684,detroit hip hop
Eminem,Encore/Curtains Down,348400,True,2004,69,0.605,0.747,5,-5.574,0,0.397,0.0838,0.0,0.462,0.565,173.951,detroit hip hop
Eminem,We As Americans,276320,True,2004,69,0.749,0.576,1,-6.935,0,0.46,0.132,0.0,0.125,0.394,170.614,detroit hip hop
Eminem,Love You More,284120,True,2004,69,0.837,0.604,2,-8.131,1,0.0897,0.0475,0.0163,0.0999,0.302,93.238,detroit hip hop
Eminem,Ricky Ticky Toc,169587,True,2004,69,0.727,0.606,0,-4.843,1,0.412,0.0315,2.15e-06,0.176,0.52,172.068,detroit hip hop
D12,Git Up,243267,True,2004,61,0.681,0.818,11,-2.459,1,0.0722,0.000889,0.0303,0.103,0.364,171.397,detroit hip hop
D12,Loyalty,354827,True,2004,61,0.679,0.859,6,-5.48,0,0.342,0.0374,0.0,0.131,0.791,177.286,detroit hip hop
D12,Just Like U,211947,True,2004,61,0.7,0.568,9,-3.49,0,0.107,0.0036,0.00123,0.153,0.269,94.466,detroit hip hop
D12,I'll Be Damned,261480,True,2004,61,0.75,0.771,3,-3.193,0,0.317,0.182,0.0,0.154,0.654,92.766,detroit hip hop
D12,Dude - Skit,74707,True,2004,61,0.491,0.534,10,-12.775,0,0.615,0.923,0.0,0.822,0.631,140.355,detroit hip hop
D12,My Band,298773,True,2004,61,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,detroit hip hop
D12,U R The One,259867,True,2004,61,0.874,0.662,10,-5.598,0,0.37,0.149,0.0,0.136,0.927,96.075,detroit hip hop
D12,6 In The Morning,278400,True,2004,61,0.525,0.742,2,-2.662,1,0.146,0.00302,0.000918,0.079,0.566,90.274,detroit hip hop
D12,How Come,249533,True,2004,61,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,detroit hip hop
D12,Leave Dat Boy Alone,323227,True,2004,61,0.718,0.882,2,-3.099,1,0.352,0.119,3.5e-06,0.2,0.644,112.363,detroit hip hop
D12,Get My Gun,274893,True,2004,61,0.852,0.871,6,-1.958,0,0.244,0.0561,0.000185,0.0999,0.648,105.487,detroit hip hop
D12,Bizarre - Skit,81960,True,2004,61,0.647,0.498,10,-11.672,0,0.796,0.712,0.0,0.666,0.82,75.988,detroit hip hop
D12,Bitch,296973,True,2004,61,0.855,0.901,1,-2.358,1,0.32,0.235,0.0,0.309,0.78,100.266,detroit hip hop
D12,Steve's Coffee House - Skit,51787,True,2004,61,0.546,0.291,4,-15.434,0,0.0698,0.839,0.00029,0.279,0.428,136.413,detroit hip hop
D12,D-12 World,190867,True,2004,61,0.516,0.856,8,-5.575,0,0.374,0.168,0.0,0.166,0.672,100.345,detroit hip hop
D12,40 Oz.,242520,True,2004,61,0.73,0.798,1,-4.105,0,0.209,0.0785,0.0,0.339,0.448,82.986,detroit hip hop
D12,Commercial Break,72320,True,2004,61,0.834,0.638,1,-5.438,1,0.796,0.46,0.0,0.753,0.884,116.268,detroit hip hop
D12,American Psycho II,224240,True,2004,61,0.646,0.83,6,-4.456,0,0.32,0.403,0.0,0.138,0.71,93.364,detroit hip hop
D12,Bugz 97 - Skit,65413,True,2004,61,0.909,0.509,7,-2.589,1,0.364,0.0153,0.0,0.42,0.848,92.024,detroit hip hop
D12,Good Die Young,356200,True,2004,61,0.595,0.828,0,-2.532,1,0.296,0.218,1.45e-06,0.277,0.669,91.439,detroit hip hop
D12,Keep Talkin',268840,True,2004,61,0.756,0.898,1,-2.35,1,0.24,0.0432,0.0,0.282,0.272,95.139,detroit hip hop
Fleetwood Mac,Don't Stop - 2018 Remaster,193733,False,2018,51,0.687,0.734,9,-7.821,1,0.0369,0.032,0.000369,0.0515,0.786,118.865,album rock
Fleetwood Mac,Go Your Own Way - 2018 Remaster,219027,False,2018,51,0.572,0.932,5,-6.395,1,0.0442,0.00528,0.0371,0.0835,0.657,136.041,album rock
Fleetwood Mac,Dreams - 2018 Remaster,257480,False,2018,51,0.837,0.41,0,-11.797,1,0.0332,0.144,0.0152,0.141,0.793,120.385,album rock
Fleetwood Mac,The Chain - Live 1997; 2018 Remaster,269813,False,2018,51,0.555,0.607,9,-9.403,1,0.0439,0.008,0.0054,0.0968,0.526,151.886,album rock
Fleetwood Mac,Landslide - 2018 Remaster,200413,False,2018,51,0.433,0.292,7,-15.157,0,0.0307,0.859,0.00105,0.191,0.505,160.202,album rock
Fleetwood Mac,Rhiannon (Will You Ever Win) - 2018 Remaster,226773,False,2018,51,0.684,0.638,9,-9.025,0,0.0312,0.365,0.0207,0.119,0.81,129.959,album rock
Fleetwood Mac,Everywhere - 2018 Remaster,223253,False,2018,51,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.959,album rock
Fleetwood Mac,Little Lies - 2018 Remaster,219800,False,2018,51,0.643,0.655,2,-10.249,1,0.0255,0.213,0.000249,0.0462,0.878,124.731,album rock
Fleetwood Mac,Never Going Back Again - 2013 Remaster,124827,False,2018,51,0.636,0.233,6,-16.488,1,0.0393,0.811,0.149,0.154,0.961,176.09,album rock
Fleetwood Mac,Tusk - 2018 Remaster,218867,False,2018,51,0.613,0.785,9,-11.856,0,0.0854,0.224,0.842,0.168,0.919,180.967,album rock
Fleetwood Mac,Sara - Single; 2018 Remaster,276920,False,2018,51,0.734,0.529,10,-12.129,1,0.0293,0.405,0.00215,0.161,0.549,127.015,album rock
Fleetwood Mac,Gypsy - 2018 Remaster,263867,False,2018,51,0.615,0.689,5,-9.602,1,0.0297,0.0442,0.00704,0.278,0.736,131.824,album rock
Fleetwood Mac,Hold Me - 2018 Remaster,224733,False,2018,51,0.701,0.758,3,-8.155,1,0.0328,0.365,0.0725,0.0615,0.853,125.761,album rock
Fleetwood Mac,Big Love - 2018 Remaster,222373,False,2018,51,0.71,0.747,10,-10.558,0,0.0482,0.0288,0.154,0.0741,0.618,125.376,album rock
Fleetwood Mac,Seven Wonders - 2018 Remaster,219013,False,2018,51,0.706,0.628,4,-9.446,1,0.0303,0.0219,8.58e-05,0.108,0.635,119.062,album rock
Fleetwood Mac,Oh Well (Pt. 1) - Mono; 2018 Remaster,212507,False,2018,51,0.472,0.579,4,-10.533,0,0.131,0.265,0.0732,0.135,0.18,103.14,album rock
Fleetwood Mac,The Green Manalishi (With the Two Prong Crown) - 2018 Remaster,279293,False,2018,51,0.515,0.594,11,-11.435,0,0.0334,0.073,0.0524,0.123,0.379,102.767,album rock
Fleetwood Mac,Rattlesnake Shake - 2018 Remaster,213173,False,2018,51,0.583,0.62,2,-10.91,1,0.031,0.0154,0.0108,0.15,0.442,101.054,album rock
Fleetwood Mac,Hypnotized - 2018 Remaster,289307,False,2018,51,0.413,0.679,5,-12.559,0,0.0478,0.21,0.00325,0.0805,0.968,161.679,album rock
Fleetwood Mac,Tell Me All The Things You Do - 2018 Remaster,252680,False,2018,51,0.547,0.691,4,-11.127,0,0.0333,0.0206,0.393,0.0862,0.912,148.802,album rock
Fleetwood Mac,Sands of Time - Single; 2018 Remaster,183253,False,2018,51,0.614,0.668,7,-11.31,1,0.0268,0.105,0.116,0.109,0.873,137.003,album rock
Fleetwood Mac,Sentimental Lady - 2018 Remaster,182587,False,2018,51,0.438,0.56,4,-8.756,1,0.0379,0.576,6.7e-05,0.139,0.567,74.564,album rock
Fleetwood Mac,Did You Ever Love Me - 2018 Remaster,223147,False,2018,51,0.703,0.576,0,-10.753,1,0.0432,0.0396,3.06e-05,0.102,0.633,89.793,album rock
Fleetwood Mac,For Your Love - 2018 Remaster,226840,False,2018,51,0.493,0.679,11,-12.521,0,0.0396,0.107,0.00228,0.116,0.563,141.84,album rock
Fleetwood Mac,Heroes Are Hard to Find (Single) - 2018 Remaster,166813,False,2018,51,0.652,0.751,2,-8.541,1,0.0279,0.172,0.000258,0.203,0.922,99.355,album rock
Fleetwood Mac,Warm Ways - 2017 Remaster,233507,False,2018,51,0.652,0.373,3,-13.994,1,0.0272,0.569,0.00263,0.312,0.457,92.234,album rock
Fleetwood Mac,You Make Loving Fun - 2018 Remaster,216867,False,2018,51,0.657,0.528,7,-9.755,0,0.0257,0.0249,0.0904,0.0713,0.873,125.802,album rock
Fleetwood Mac,Not That Funny - 2015 Remaster,194827,False,2018,51,0.767,0.66,0,-9.223,1,0.0381,0.0928,0.00596,0.0494,0.839,137.655,album rock
Fleetwood Mac,Love In Store - 2018 Remaster,194440,False,2018,51,0.69,0.578,0,-8.471,1,0.0277,0.111,0.000996,0.103,0.415,124.493,album rock
Fleetwood Mac,Family Man - 2017 Remaster,247133,False,2018,51,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,album rock
Fleetwood Mac,As Long as You Follow - 2018 Remaster,260013,False,2018,51,0.581,0.634,5,-7.139,1,0.0231,0.275,1.88e-06,0.335,0.575,102.605,album rock
Fleetwood Mac,Save Me - 2018 Remaster,246827,False,2018,51,0.542,0.84,9,-6.774,0,0.0346,0.228,0.00232,0.309,0.645,139.623,album rock
Fleetwood Mac,Love Shines - 2018 Remaster,288480,False,2018,51,0.62,0.703,7,-7.847,1,0.0226,0.212,0.0012,0.136,0.642,98.325,album rock
Fleetwood Mac,I Do - Edit; 2018 Remaster,229560,False,2018,51,0.668,0.766,2,-6.164,1,0.0293,0.632,0.000541,0.108,0.813,120.339,album rock
